id,date,kick_off,status,video,tagging,competitionName,home_team,away_team,home_team_main_conference,away_team_main_conference,customers,notes
5195153,02/04/21,23:00:00,Played,2021-04-03 06:10:18,2021-04-04 17:24:08,Ohio Valley (W),-7869 - Southeast Missouri St. Red Hawks,-7864 - Murray State Racers,Ohio Valley (W),Ohio Valley (W),0,"video: T: missing first half KO,  easy others: tag so"
5195202,02/04/21,23:00:00,Played,2021-04-03 06:19:17,2021-04-03 14:21:01,Atlantic Coast,27572 - Clemson Tigers,-2370 - Wake Forest Demon Deacon,Atlantic Coast,Atlantic Coast,1,video:  others: 
5195204,02/04/21,23:00:00,Played,2021-04-03 11:55:52,2021-04-03 19:43:26,Atlantic Coast,-2748 - North Carolina Heels University,-2756 - Virginia Tech Hokies University,Atlantic Coast,Atlantic Coast,2,video:  others: 
5195206,02/04/21,23:00:00,Played,2021-04-03 06:20:29,2021-04-03 13:37:18,Atlantic Coast,27620 - Louisville Cardinals,27807 - Virginia Cavaliers,Atlantic Coast,Atlantic Coast,2,video:  others: 
5195254,02/04/21,23:00:00,Played,-,-,Southwestern Athletic (W),-7942 - ASU Hornets,-7947 - Alabama A&M Bulldogs,Southwestern Athletic (W),Southwestern Athletic (W),0,video:  others: 
5201431,02/04/21,23:00:00,Played,2021-04-03 14:49:22,2021-04-03 22:31:24,Northeast (W),-7651 - Wagner Seahawks,-7643 - Bryant Bulldogs,Northeast (W),Northeast (W),0,video:  others: 
5204407,02/04/21,23:00:00,Played,2021-04-03 06:26:39,2021-04-03 12:50:20,Atlantic Coast (W),-7705 - NC State Wolfpack,-7701 - Duke Blue Devils,Atlantic Coast (W),Atlantic Coast (W),1,video:  others: 
5210629,02/04/21,23:00:00,Played,-,-,Big Sky (W),-7737 - Eastern Washington Eagles,-7745 - Idaho Vandals,Big Sky (W),Big Sky (W),0,video:  others: 
5210630,02/04/21,23:00:00,Played,-,-,Big Sky (W),-7742 - Sacramento State Hornets,-7740 - Montana Griz,Big Sky (W),Big Sky (W),0,video:  others: 
5193745,03/04/21,0:00:00,Played,2021-04-03 14:42:16,2021-04-05 18:29:35,Summit League (W),-7521 - Nebraska Omaha Mavericks University,-7522 - WIU Fighting Leathernecks,Summit League (W),Summit League (W),0,"video: F(282880/20210403-18:05:39): OTHER / First half kickoff and 1st OT kickoff was missing. / T: broadcast interruption at 00:16:02 , Around 2 minutes missing from 1st overtime ( 3 missing minutes in total) - avg - taggable others: tag so"
5193748,03/04/21,0:00:00,Played,2021-04-03 15:00:51,2021-04-03 21:51:46,Summit League (W),-7518 - Oral Roberts Golden Eagles University,-7963 - UMKC Kangaroos,Summit League (W),Summit League (W),0,video:  others: 
5195154,03/04/21,0:00:00,Played,-,-,Ohio Valley (W),-7873 - UT Martin Skyhawks,-7863 - Eastern Kentucky Colonels,Ohio Valley (W),Ohio Valley (W),0,video:  others: 
5195258,03/04/21,0:00:00,Played,-,-,Southwestern Athletic (W),-7941 - TSU Tigers,-7945 - PVAMU Panthers,Southwestern Athletic (W),Southwestern Athletic (W),0,video:  others: 
5201715,03/04/21,0:00:00,Played,2021-04-05 15:15:28,no_other_versions,Conference USA (W),-7802 - UAB Blazers,-7789 - Rice Owls,Conference USA (W),Conference USA (W),0,"video: T: missing first 23 mins of first half, signal issues and after 06:55 in 1st extra time, black screen and signal issue after 04:30  for 1:15 minutes others: asked on slack - 06.04 / 5:00"
5201716,03/04/21,0:00:00,Played,2021-04-03 06:30:48,2021-04-03 18:10:30,Conference USA (W),-7801 - Middle Tennessee Blue Raiders,-7792 - FAU Owls,Conference USA (W),Conference USA (W),0,video:  others: 
5195841,03/04/21,1:00:00,Played,-,-,Mountain West (W),-7853 - Colorado College Tigers,-7847 - Utah St. Aggies,Mountain West (W),Mountain West (W),0,video:  others: 
5199719,03/04/21,1:00:00,Played,-,-,Pacific 12 (W),-7879 - UCLA Bruins,-7883 - Washington State Cougars,Pacific 12 (W),Pacific 12 (W),0,video:  others: 
5199720,03/04/21,1:00:00,Played,-,-,Pacific 12 (W),-7878 - USC Trojans,-7887 - Washington Huskies,Pacific 12 (W),Pacific 12 (W),0,video:  others: 
5201717,03/04/21,1:00:00,Played,2021-04-03 06:34:54,2021-04-03 18:55:18,Conference USA (W),-7794 - UTEP Miners,-7790 - North Texas Mean Green,Conference USA (W),Conference USA (W),0,video:  others: 
5210631,03/04/21,1:00:00,Played,-,-,Big Sky (W),-7738 - Idaho State Bengals,-7743 - Weber State Wildcats,Big Sky (W),Big Sky (W),0,video:  others: 
5195840,03/04/21,2:00:00,Played,2021-04-03 07:03:06,2021-04-05 15:36:41,Mountain West (W),-7848 - San Jose St. Spartans,-7855 - Boise St. Broncos,Mountain West (W),Mountain West (W),0,video: F(273604/20210403-10:27:09): NO AUDIO / audio missing in this video. T: video checked - easy others: tag so
5199722,03/04/21,2:00:00,Played,-,-,Pacific 12 (W),-7888 - ASU Sun Devils,-7882 - California Golden Bears,Pacific 12 (W),Pacific 12 (W),0,video:  others: 
5199743,03/04/21,2:00:00,Played,-,-,Pacific 12 (W),-7886 - Oregon State Beavers,-7881 - Colorado Buffs,Pacific 12 (W),Pacific 12 (W),0,video:  others: 
5199721,03/04/21,3:00:00,Played,-,-,Pacific 12 (W),-7884 - Arizona Wildcats,-7877 - Stanford Cardinal,Pacific 12 (W),Pacific 12 (W),0,video:  others: 
5201770,03/04/21,14:00:00,Played,2021-04-03 20:34:09,2021-04-04 09:59:11,Conference USA,-2811 - Marshall Thundering Herd,-2827 - FAU Owls,Conference USA,Conference USA,1,video:  others: 
5194187,03/04/21,15:00:00,Played,-,-,Southland (W),-7928 - Southeastern Louisiana Lions,-7931 - Texas A&M Islanders,Southland (W),Southland (W),0,video:  others: 
5194247,03/04/21,15:00:00,Played,2021-04-03 20:54:47,2021-04-04 20:17:04,Southern (W),-7920 - The Citadel Bulldogs,-7918 - Western Carolina Catamounts,Southern (W),Southern (W),0,video:  others: 
5194248,03/04/21,15:00:00,Played,-,-,Southern (W),-7675 - VMI Keydets,-7919 - Chattanooga Mocs,Southern (W),Southern (W),0,video:  others: 
5195521,03/04/21,15:00:00,Played,2021-04-03 20:59:13,2021-04-04 14:52:01,Big East (W),-7734 - Seton Hall Pirates,-7610 - UCONN Huskies,Big East (W),Big East (W),1,video:  others: 
5199540,03/04/21,15:00:00,Awarded,-,-,Metro Atlantic Athletic Conference (W),-7665 - Niagara Purple Eagles,-7818 - Quinnipiac Bobcats,Metro Atlantic Athletic Conference (W),Metro Atlantic Athletic Conference (W),0,video:  others: 
5201954,03/04/21,15:00:00,Played,2021-04-03 20:46:01,2021-04-04 12:55:22,Atlantic 10,-3008 - Fordham Rams,-6748 - UMass Minutemen,Atlantic 10,Atlantic 10,1,video:  others: 
5204391,03/04/21,15:00:00,Played,-,-,NCAA Non-conference Women matches,-7907 - Georgia Bulldogs,-7709 - Wake Forest Demon Deacon,SEC (W),Atlantic Coast (W),0,video:  others: 
5194103,03/04/21,16:00:00,Played,-,-,ASUN (W),-7682 - North Florida Ospreyes,-7683 - Jacksonville Dolphins,ASUN (W),ASUN (W),0,video:  others: 
5194313,03/04/21,16:00:00,Played,2021-04-04 16:47:08,no_other_versions,Western Athletic (W),-7968 - Chicago State Cougars,-7962 - Utah Valley Wolverines,Western Athletic (W),Western Athletic (W),1,"video: T:V1 distant camera, diff to recognize team B kit numbers (not taggable) - diff others: asked in slack for formations - 06.04 / 05:00"
5199163,03/04/21,16:00:00,Postponed,-,-,Metro Atlantic Athletic Conference,-2982 - Monmouth Hawks,-3016 - Marist Red Foxes,Metro Atlantic Athletic Conference,Metro Atlantic Athletic Conference,2,video:  others: 
5199537,03/04/21,16:00:00,Played,2021-04-03 20:53:17,2021-04-04 17:14:31,Metro Atlantic Athletic Conference (W),-7670 - Canisius Golden Griffins,-7820 - Fairfield Stags,Metro Atlantic Athletic Conference (W),Metro Atlantic Athletic Conference (W),0,video:  others: 
5201401,03/04/21,16:00:00,Played,2021-04-03 21:31:39,2021-04-04 16:47:00,Missouri Valley (W),-7841 - Indiana St. Sycamores,-7842 - UNI Panthers,Missouri Valley (W),Missouri Valley (W),0,video:  others: 
5201842,03/04/21,16:00:00,Played,2021-04-03 21:03:37,2021-04-04 14:23:36,Patriot League (W),-7898 - American Eagles,-7895 - Loyola Greyhounds,Patriot League (W),Patriot League (W),0,video:  others: 
5201952,03/04/21,16:00:00,Played,2021-04-03 21:55:09,2021-04-05 12:48:38,Atlantic 10,-3011 - George Washington Colonials,27557 - George Mason Patriots,Atlantic 10,Atlantic 10,0,video: F(300732/20210404-01:17:47): OTHER / kick off and starting some minutes from second half are missing. T: around 1 minute missing second half start / easy others: tag so
5203656,03/04/21,16:00:00,Played,2021-04-04 09:18:00,2021-04-04 18:50:06,Big Ten (W),-7765 - Michigan State Spartans,-7761 - Ohio State Buckeyes,Big Ten (W),Big Ten (W),2,video:  others: 
5203657,03/04/21,16:00:00,Played,2021-04-04 08:47:22,2021-04-04 22:17:56,Big Ten (W),-7760 - Penn State Nittany Lion,-7769 - Maryland Terrapins,Big Ten (W),Big Ten (W),2,video:  others: 
5205693,03/04/21,16:00:00,Played,-,-,America East (W),-7659 - UMASS Lowell River Hawks,-7660 - UMBC Retrievers,America East (W),America East (W),0,video:  others: 
5215180,03/04/21,16:00:00,Played,2021-04-03 20:53:44,2021-04-04 21:59:44,NCAA Non-conference Women matches,-7708 - Miami Hurricane,-7900 - Florida Gators,Atlantic Coast (W),SEC (W),0,video:  others: 
5193814,03/04/21,17:00:00,Postponed,-,-,Summit League,-3027 - Eastern Illinois Panthers,-2959 - Denver Pioneers,Summit League,Summit League,2,video:  others: 
5194185,03/04/21,17:00:00,Played,-,-,Southland (W),-7926 - Northwestern St. Demons,-7930 - UIW Cardinals,Southland (W),Southland (W),0,video:  others: 
5194214,03/04/21,17:00:00,Played,2021-04-03 22:03:57,2021-04-04 14:50:18,Southern (W),-7916 - UNCG Spartans,-7913 - Samford Bulldogs,Southern (W),Southern (W),0,video:  others: 
5194822,03/04/21,17:00:00,Postponed,-,-,Big South,-2429 - Radford Highlanders,-2426 - Campbell Camels,Big South,Big South,1,video:  others: 
5195029,03/04/21,17:00:00,Played,2021-04-05 19:59:05,2021-04-04 17:26:18,Big East,-2821 - Georgetown Hoyas,-2779 - UCONN Huskies University,Big East,Big East,2,video:  others: 
5195529,03/04/21,17:00:00,Cancelled,-,-,Big East (W),-7736 - Xavier Musketeers,-7732 - Butler Bulldogs,Big East (W),Big East (W),0,video:  others: 
5201398,03/04/21,17:00:00,Played,2021-04-03 21:47:26,2021-04-04 14:27:04,Missouri Valley (W),-12303 - Valparaiso Crusaders,-7840 - Missouri St. Bears,Missouri Valley (W),Missouri Valley (W),1,video:  others: 
5201668,03/04/21,17:00:00,Played,2021-04-06 00:41:06,no_other_versions,Patriot League,-2790 - Bucknell Bison,-2822 - Colgate Raiders,Patriot League,Patriot League,2,"video: T: distant camera, lack of zooms, home team kits issues, difficult to tag / diff others: "
5201771,03/04/21,17:00:00,Played,2021-04-03 23:06:36,2021-04-04 15:01:57,Conference USA,27556 - South Carolina Gamecocks,27526 - UAB Blazers,Conference USA,Conference USA,2,"video: F(298443/20210404-02:30:33): OTHER / KO is missing in 1st half and also start of some minutes are missing Т: missing the first 4 minutes , 1GM , also distant camera, taggable with extra effort / diff others: tag so"
5203658,03/04/21,17:00:00,Played,2021-04-04 08:49:27,2021-04-04 21:04:37,Big Ten (W),-7763 - Michigan Wolverines,-7757 - Rutgers Scarlet Knights,Big Ten (W),Big Ten (W),2,video:  others: 
5204392,03/04/21,17:00:00,Played,2021-04-03 21:16:23,2021-04-04 17:00:07,NCAA Non-conference Women matches,-7702 - Clemson Tigers,-7909 - Alabama Crimson Tide,Atlantic Coast (W),SEC (W),0,video:  others: 
5193752,03/04/21,18:00:00,Played,-,-,Summit League (W),-7516 - SD Coyotes,-7519 - North Dakota State Bison,Summit League (W),Summit League (W),0,video:  others: 
5193813,03/04/21,18:00:00,Played,2021-04-04 10:13:51,2021-04-04 15:38:51,Summit League,-3007 - WIU Fighting Leathernecks,-3026 - UMKC Kangaroos,Summit League,Summit League,2,video:  others: 
5194143,03/04/21,18:00:00,Played,2021-04-03 23:05:13,2021-04-04 12:41:10,Southland (W),-7923 - SFA Jacks,-7927 - McNeese Geauxpokes,Southland (W),Southland (W),1,video:  others: 
5194186,03/04/21,18:00:00,Played,2021-04-06 00:22:09,in_tagging,Southland (W),-7922 - Central Arkansas Bears,-7924 - Abilene Wildcats,Southland (W),Southland (W),1,video:  others: 
5194485,03/04/21,18:00:00,Played,2021-04-04 09:35:19,2021-04-05 17:15:37,West Coast,-2953 - Gonzaga Bulldogs,-2362 - San Diego Toreros,West Coast,West Coast,1,video: F(298440/20210404-12:51:53): OTHER / No audio F(298440/20210404-13:00:37): OTHER / No audio T:Video is slightly lagging(taggable) - easy others: tag so
5195527,03/04/21,18:00:00,Cancelled,-,-,Big East (W),-7666 - St John's Red Storm,-7728 - Georgetown Hoyas,Big East (W),Big East (W),0,video:  others: 
5195667,03/04/21,18:00:00,Postponed,-,-,Big South (W),-7753 - UNC Asheville Bulldogs,-7751 - Gardner-Webb Bulldogs,Big South (W),Big South (W),0,video:  others: 
5199538,03/04/21,18:00:00,Played,2021-04-03 22:39:41,2021-04-04 14:51:07,Metro Atlantic Athletic Conference (W),-7664 - Rider Broncs,-7673 - Manhattan Jaspers,Metro Atlantic Athletic Conference (W),Metro Atlantic Athletic Conference (W),0,video:  others: 
5203653,03/04/21,18:00:00,Played,2021-04-05 23:25:43,2021-04-05 14:04:57,Big Ten (W),-7756 - Minnesota Golden Gophers,-7762 - Wisconsin Badgers,Big Ten (W),Big Ten (W),2,video: F(298440/20210404-12:47:38): OTHER / last few seconds from 2nd extra time are missing. T: lagging - taggable - easy others: tag so
5203654,03/04/21,18:00:00,Played,2021-04-04 09:20:01,2021-04-04 20:48:44,Big Ten (W),-7759 - Northwestern Wildcats,-7767 - Illinois Fighting Illini,Big Ten (W),Big Ten (W),2,video:  others: 
5215228,03/04/21,18:00:00,Played,2021-04-03 22:46:16,2021-04-04 20:18:46,NCAA Non-conference Women matches,-7901 - Auburn Tigers,-7950 - South Alabama Jaguars,SEC (W),Sun Belt (W),0,video:  others: 
5194102,03/04/21,19:00:00,Played,-,-,ASUN (W),-12724 - North Alabama Lions,-7685 - Kennesaw State Owls,ASUN (W),ASUN (W),0,video:  others: 
5194611,03/04/21,19:00:00,Played,2021-04-04 09:38:06,2021-04-05 14:49:53,West Coast (W),-7526 - Pepperdine Waves,-7528 - San Diego Toreros University,West Coast (W),West Coast (W),0,"video: F(298440/20210404-13:03:52): OTHER / No audio T: lagging - taggable, easy others: tag so"
5195061,03/04/21,19:00:00,Cancelled,-,-,Big East,-2963 - Villanova Wildcats,-2884 - Seton Hall Pirates,Big East,Big East,1,video:  others: 
5195669,03/04/21,19:00:00,Played,2021-04-04 00:40:20,2021-04-05 13:17:16,Big South (W),-7674 - Radford Highlanders,-7750 - Longwood Lancers,Big South (W),Big South (W),0,video:  others: 
5199134,03/04/21,19:00:00,Cancelled,-,-,American Athletic (W),-7612 - SMU Mustangs,-7614 - Cincinnati Bearcats,American Athletic (W),American Athletic (W),0,video:  others: 
5199161,03/04/21,19:00:00,Played,2021-04-03 23:32:58,2021-04-04 13:21:20,Metro Atlantic Athletic Conference,-2967 - Iona Gales,-3006 - Siena Saints,Metro Atlantic Athletic Conference,Metro Atlantic Athletic Conference,1,video:  others: 
5204393,03/04/21,19:00:00,Cancelled,-,-,NCAA Non-conference Women matches,-7718 - Iowa State Cyclones,-7704 - Notre Dame Fighting Irish,Big 12 (W),Atlantic Coast (W),0,video:  others: 
5203598,03/04/21,19:05:00,Played,2021-04-05 12:25:31,2021-04-05 18:48:53,Big Ten (W),-7758 - Nebraska Cornhuskers,-7766 - Iowa Hawkeyes,Big Ten (W),Big Ten (W),2,video: v0 T:no audio - diff check v1 others: 
5194868,03/04/21,19:30:00,Played,-,-,Southern,-2434 - VMI Keydets,-2770 - Wofford Terriers,Southern,Southern,1,video:  others: 
5193952,03/04/21,20:00:00,Played,2021-04-05 09:56:16,2021-04-05 16:09:07,Western Athletic,-2406 - San Jose State Spartans,-3003 - UIW Cardinals,Western Athletic,Western Athletic,2,video:  others: 
5194188,03/04/21,20:00:00,Played,-,-,Southland (W),-7929 - Nicholls St. Colonels,-7925 - HBU Huskies,Southland (W),Southland (W),0,video:  others: 
5194189,03/04/21,20:00:00,Played,2021-04-04 02:01:15,2021-04-05 10:05:51,Southland (W),-7933 - Sam Houston Bearkats,-7932 - Lamar Cardinals,Southland (W),Southland (W),0,video:  others: 
5194318,03/04/21,20:00:00,Played,2021-04-04 01:15:36,2021-04-05 12:47:12,Western Athletic (W),-7961 - Seattle Redhawks,-7967 - NM State Aggies,Western Athletic (W),Western Athletic (W),0,video:  others: 
5194487,03/04/21,20:00:00,Played,2021-04-04 09:55:57,2021-04-05 16:06:10,West Coast,-2751 - Portland Pilots,-2842 - Santa Clara Broncos,West Coast,West Coast,0,video: F(273604/20210404-13:22:19): NO AUDIO / 1st half 5 minute is missing T: easy others: tag so
5194609,03/04/21,20:00:00,Played,2021-04-04 09:44:26,2021-04-05 16:30:34,West Coast (W),-7532 - Saint Mary's Gaels University California,-7524 - BYU Cougars,West Coast (W),West Coast (W),0,video: F(298440/20210404-13:07:53): OTHER / No audio T: video checked - easy others: tag so
5194610,03/04/21,20:00:00,Played,2021-04-04 09:46:44,2021-04-05 14:25:43,West Coast (W),-7533 - Pacific Tigers Hawaii University,-7527 - LMU Lions,West Coast (W),West Coast (W),0,"video: F(298440/20210404-13:13:38): OTHER / 1st KO is missing and no audio in this film. T: lagging - taggable,  missing first 3 minutes of first half,  avg others: tag so"
5194612,03/04/21,20:00:00,Played,-,-,West Coast (W),-7530 - San Francisco Dons,-7525 - Santa Clara Broncos University,West Coast (W),West Coast (W),0,video:  others: 
5194823,03/04/21,20:00:00,Played,-,-,Big South,-2431 - Gardner-Webb Bulldogs,-3028 - USC Upstate Spartans,Big South,Big South,0,video:  others: 
5195060,03/04/21,20:00:00,Cancelled,-,-,Big East,-2357 - St John's Red Storm,-2950 - Providence Friars,Big East,Big East,2,video:  others: 
5195668,03/04/21,20:00:00,Played,2021-04-04 00:44:59,2021-04-05 14:04:15,Big South (W),-7748 - High Point Panthers,-7755 - Presbyterian BlueHose,Big South (W),Big South (W),0,video:  others: 
5195843,03/04/21,20:00:00,Played,2021-04-04 13:26:16,2021-04-05 16:16:09,Mountain West (W),-7857 - CSU Rams,-7849 - Wyoming Cowboys,Mountain West (W),Mountain West (W),0,"video: F(275815/20210404-11:21:11): OTHER / Last few seconds of second half was missing. T: lagging - taggable, missing end of second half, diff others: tag so"
5199159,03/04/21,20:00:00,Played,2021-04-05 01:14:25,footage_check,Metro Atlantic Athletic Conference,-3010 - Saint Peter's Peacocks,27698 - Niagara Purple Eagles,Metro Atlantic Athletic Conference,Metro Atlantic Athletic Conference,1,video: F(300752/20210405-04:37:07): OTHER / 2nd Half kickoff missing (around 1 min) + offsets set earlier (avg) others: 
5199539,03/04/21,20:00:00,Played,2021-04-04 10:16:22,2021-04-05 16:38:02,Metro Atlantic Athletic Conference (W),-7671 - Siena Saints,-7817 - Monmouth Hawks,Metro Atlantic Athletic Conference (W),Metro Atlantic Athletic Conference (W),0,video:  others: 
5201841,03/04/21,20:00:00,Cancelled,-,-,Patriot League (W),-7892 - Colgate Raiders,-7889 - Bucknell Bison,Patriot League (W),Patriot League (W),0,video:  others: 
5201845,03/04/21,20:00:00,Played,2021-04-04 00:48:04,2021-04-05 16:38:47,Patriot League (W),-7892 - Colgate Raiders,-7897 - Holy Cross Crusaders,Patriot League (W),Patriot League (W),0,video:  others: 
5201950,03/04/21,20:00:00,Played,-,-,Atlantic 10,-3022 - Rhode Island Rhody,-2976 - La Salle Explorers,Atlantic 10,Atlantic 10,0,video:  others: 
5203672,03/04/21,20:00:00,Played,2021-04-04 18:10:42,2021-04-04 22:15:06,NCAA Non-conference Men matches,-5983 - UMBC Retrievers,-2988 - Saint Joseph's Hawks,America East,Atlantic 10,1,video:  others: 
5204394,03/04/21,20:00:00,Played,2021-04-04 00:56:56,2021-04-05 12:47:09,NCAA Non-conference Women matches,-7713 - West Virginia Mountaineers,-7700 - Virginia Cavaliers,Big 12 (W),Atlantic Coast (W),0,video:  others: 
5210632,03/04/21,20:00:00,Played,-,-,Big Sky (W),-7741 - Northern Colorado Bears,-7739 - Northern Arizona Lamberjacks,Big Sky (W),Big Sky (W),0,video:  others: 
5201667,03/04/21,20:30:00,Played,2021-04-04 00:54:47,2021-04-04 13:48:11,Patriot League,-2881 - American University Eagles,-2977 - Loyola Maryland GreyHounds,Patriot League,Patriot League,2,video:  others: 
5201951,03/04/21,20:30:00,Played,-,-,Atlantic 10,32986 - University of Dayton  Flyers,-2966 - Duquesne Dukes,Atlantic 10,Atlantic 10,0,video:  others: 
5195063,03/04/21,21:00:00,Played,2021-04-04 22:32:29,footage_check,Big East,-2868 - Xavier Musketeers,-2908 - Butler Bulldogs,Big East,Big East,2,"video: T: left side of the pitch seems broken somehow and is getting worse to the end of the video, seems better version available here https://www.youtube.com/watch?v=SQVJm1wgABU others: "
5197659,03/04/21,21:00:00,Cancelled,-,-,NCAA Non-conference Men matches,-2760 - Delaware Blue Hens,-13598 - Saint Joseph Bluejays,Colonial Athletic Association,,1,video:  others: 
5199162,03/04/21,21:00:00,Played,2021-04-04 11:52:12,2021-04-04 18:10:46,Metro Atlantic Athletic Conference,-3000 - Manhattan Jaspers,-2942 - Canisius Golden Griffins,Metro Atlantic Athletic Conference,Metro Atlantic Athletic Conference,1,video:  others: 
5201399,03/04/21,21:00:00,Played,2021-04-04 03:10:03,2021-04-05 14:53:54,Missouri Valley (W),-7844 - Loyola Chicago Ramblers,-7843 - Evansville Purple Aces,Missouri Valley (W),Missouri Valley (W),0,video: Т: some signal issues (e.g. 00:26:59) - taggable (easy) others: tag so
5201772,03/04/21,21:00:00,Played,2021-04-05 13:07:22,2021-04-05 22:45:17,Conference USA,27625 - FIU Panthers,-2310 - Kentucky Wildcats,Conference USA,Conference USA,2,"video: T: video is bluring - away team is hard to be recognized, taggable with extra effort, diff others: starting 11 for away team provided"
5202007,03/04/21,21:00:00,Played,2021-04-04 03:15:45,2021-04-05 14:38:37,Atlantic 10 (W),-7696 - La Salle Explorers,-7697 - UMass Minutemen,Atlantic 10 (W),Atlantic 10 (W),0,video:  others: 
5194582,03/04/21,21:30:00,Played,-,-,West Coast (W),-7531 - Gonzaga Bulldogs University,-7529 - Portland Pilots University,West Coast (W),West Coast (W),0,video:  others: 
5193568,03/04/21,22:00:00,Played,-,-,ASUN,-3021 - Jacksonville Dolphins,-2363 - North Florida Ospreyes,ASUN,ASUN,2,video:  others: 
5194320,03/04/21,22:00:00,Played,2021-04-05 10:41:04,no_other_versions,Western Athletic (W),-7964 - Grand Canyon Lopes,-12198 - California Baptist Lancers,Western Athletic (W),Western Athletic (W),0,"video: v0 T: missing last 6:15 minutes of first half, easy - check v1 / Т:v1 is the same as v0 others: asked on slack 06.04 / 5:00"
5194869,03/04/21,22:00:00,Played,2021-04-04 13:00:32,no_other_versions,Southern,-3004 - Belmont Bruins,-3014 - Mercer Bears,Southern,Southern,2,"video: T:Distant camera, no zooms, first half sunlight making difficult to see the action on the right side of the pitch(not taggable) - diff / v1 - Broadcast issue from 28:05 to 17:26 (1st half) first half is really darker, hard to recognize away team players (taggable with extra effort) avg others: asked in slack / 06.04 / 05:00"
5197816,03/04/21,22:00:00,Played,2021-04-04 10:17:40,2021-04-05 17:13:21,Colonial Athletic Association (W),-7784 - Charleston Cougars,-7786 - Elon Phoenix,Colonial Athletic Association (W),Colonial Athletic Association (W),0,"video: F(298440/20210404-13:46:03): OTHER / No audio T: lagging - taggable, video freezes at 12:34 (1st goal) for few seconds, few short freezes in the beginning of second half, avg others: tag so"
5199133,03/04/21,22:00:00,Played,2021-04-04 02:10:16,2021-04-05 16:01:23,American Athletic (W),-7618 - ECU Pirates,-7615 - Tulsa Hurricane,American Athletic (W),American Athletic (W),0,video:  others: 
5199585,03/04/21,22:00:00,Played,2021-04-04 04:07:50,2021-04-04 12:38:24,Pacific 12,-2869 - Stanford Cardinal,-2354 - San Diego State Aztecs,Pacific 12,Pacific 12,2,video:  others: 
5199601,03/04/21,22:00:00,Played,-,-,Pacific 12,-2318 - UCLA Bruins,-2355 - Oregon State Beavers,Pacific 12,Pacific 12,0,video:  others: 
5201066,03/04/21,22:00:00,Played,2021-04-04 03:12:33,2021-04-04 15:50:18,NCAA Non-conference Men matches,-2425 - Coastal Carolina Chanticleers,-6749 - UNCW Seahawks,Sun Belt,Colonial Athletic Association,1,video: T:Signal issue with video jump first half 31:37 to 27:55 - easy others: tag so
5201665,03/04/21,22:00:00,Played,2021-04-05 23:14:55,2021-04-06 00:48:16,Patriot League,-5991 - Army West Point Black Knights,-5993 - Lafayette Leopards,Patriot League,Patriot League,2,"video: T: no sound, diff others: tag so"
5201666,03/04/21,22:00:00,Played,2021-04-04 03:06:58,2021-04-05 11:32:20,Patriot League,-2829 - Lehigh Mountain Hawks,33006 - Navy Midshipmen,Patriot League,Patriot League,2,video: T:First half kickoff missing(probably not too much time) - easy others: tag so
